Type,F1,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56
Malicious,55.64614622057001,4.014473358116481,2.179925650557621,5.310978934324659,16.019429987608426,1.1012143742255267,1.5861214374225527,32.73645600991326,5.570458488228005,3.7565799256505574,0.538717415944953,3.817794299876084,0.20566381463779182,0.32550185873605947,0.5729368029739776,0.00218091697645601,0.9986617100371747,9.427707558859975,9.746270136307311,15.571301115241635,0.36034696406443617,1.8817843866171005,1.9620322180916976,0.8175960346964064,2.1345724907063195,3.6270631970260223,0.012540272614622056,0.11286245353159852,0.27340768277571253,0.11895910780669144,0.15236679058240396,0.0017843866171003717,1187.7923172242874,79.15885997521686,38.934770755886,0.15727385377942998,0.4103097893432466,0.22151177199504338,0.10770755885997521,0.0,0.047732342007434946,0.0,0.05660470879801735,1.0167038413878562,1.0,2017.1731350681537,2025.0259727385378,2022.8123915737299,0.9848822800495663,0.13006195786864932,0.2989343246592317,0.4249318463444858,0.03142503097893432,41230.135365551425,0.010557620817843866
Benign,27.997516355706324,10.188555044019061,4.880886035053711,41.6272312414183,178.66210322267992,2.7130280268152815,4.207111703416525,249.5715612632259,24.0384460059769,27.78507390356191,6.171799715256608,8.419210887650433,0.16063539522812137,0.37242549067118974,0.6714522251837493,0.000242306760358614,0.9997980776997012,9.164909942654067,1.8697197318471852,2.1260197076165093,0.13605524594136176,0.07545836362167838,0.020878765850900573,0.17383490832727566,1.676076245860593,3.06461513609563,0.000161537840239076,0.05375171633955254,0.0917131087957354,0.017708585736208707,0.03802196914627252,0.0,8517.033115257249,573.0436959857847,345.52374606251516,0.5795371940877151,1.3300823842985219,0.7905056134399483,0.34633712947257894,0.0,0.057669008965350134,0.020071076649705193,0.019041272918181085,1.020636459090542,1.0,2007.1544907519587,2025.2532307568047,2022.5745093288103,0.9837654470559729,0.02297875777400856,0.5637670624343752,0.720802035376787,0.029864308214199175,46164.63128987965,0.0031701801146918666
